Apple iphone 7,,"42,999",4.5,https://www.flipkart.com/apple-iphone-7-black-32-gb/p/itmen6daftcqwzeg?pid=MOBEMK62PN2HU7EE
"You Fraud Flipkart
The Iphone displaying in ur app as delivered was never delivered to me. Although it was COD but still you did not fulfill your promise of delivering the phone on Sale Price of 39,999/-
Flipkart is Fraud. Will never order anything from flipkart anymore.",,,,
I received my product before one day delivery date.I fear due to some negative review against seller supercomnet. I don't understand why people are comment negative review.But I had recieved original product.I have checked serial number and imie no in apple site and it shows original.I am first user of apple.Really it is amazing to use i phone 7.Before I have used samsung note4.It is totally difference between ios and android.Ios is very smooth and clean software.So thanks to flipkart and sup...,,,,
"Upgraded from iPhone 6 to 6s to se to 7... Build quality has been awesome from Apple... They are surely investing a lot of their intellect in designing... No one can beat them in that section. Coming to performance, well there's only one conclusion - at the end of the day it's an Apple..The Name says it all... Camera captures natural true tone colors... Not oversaturated or washed out, almost the perfect.. Battery - has improved a bit but not spectacular as always... Definitely an improvement...",,,,
Product I received is having damage... Not able to replace it,,,,
Flipkart always gives his best when it comes to quality and delivery. Thanks for making purchases so easy and effortable. 5Star to all your services and offers you being to us. 5star to Flawless service and trust full offers,,,,
"Hi I've just got my iPhone 7 32 gb black , and one of the bottom speakers are not working . I called up the guys at service centre and this woman Shruti , who's a senior attended me and said that they can't help me anyhow , I'll have to visit the service centre . What kind of stupidity is this ? I spend more than 40,000 on a mobile phone thinking that it's flip kart and seller seems to be good and this is the type of stabbing they do to you. Now I'll have to run to the service centre for thei...",,,,
Dont buy from flipkart providing fake offers. I purchased 7 on credit card emi delivery boy came and took the product along with him poor service nd not got satisfied revert from the support team bad experience ever.,,,,
"Great phone, exceptional camera, impeccable delivery and service by Flipkart.",,,,
"iPhone 7 - 32GB Black
Pros :
- Superfast A10 Processor
- Improved Home button (Haptic Feedback)
- Excellent Low light camera with Image stabilisation
- 32GB Storage from base models
- Improved Stereo sound from speakers
- Great battery life. Almost lasts for a day with a full charge. Significantly better than the predecessor.
- Most importantly, this time it is waterproof.
Cons :
- I had the iPhone 6S (16GB), I haven't noticed much difference and the aesthetics of the phone just fee...",,,,
"It would be presumptuous to not acknowledge that all those who pre-ordered this device, myself included, have done it simply for the allure of the latest iPhone. Even as I say this, I wasnt entirely convinced of the iPhone 7 when I watched the livestream of the Apple Keynote. However, a timely launch in India, less exorbitant pricing and a hefty cashback was what finally swung me in favour of it.
While Apple might have not made much headway in design for 3 generations now, I take some solac...",,,,
"Yeha it is amazing phone oh I am sorry its iPhone
It was quite difficult for me because I switched from android but right now I am more comfortable with iOS
I am using almost all features of iPhone
That was not happening with android
Yes I was thinking to buy Oneplus product but my decision was right because its hardware features is only huge number
iPhone is highly optimise yeha but battery life is quite less",,,,
"#beast
This is my second iPhone. I upgraded from 5s.. My advice: If youre looking to upgrade your phone, iPhone 7 is awesome. If you have some spare money iPhone 8 is better but 7 & 8 has no much difference;so why waste another 10k on the same product.
After a week of nonstop uses:
Performance: 9.5/10. Its a #beast. Lightning fast.
Battery: 8/10. Single full charged,I can used the whole day
Camera: 10/10. Awesome.
Overall: One of the fastest and best looking phone. Go for it. After all...",,,,
Ordered iPhone 7 (Black) from SuperComNet during Republic Day sale. Received a genuine phone on the very next day. Not sure why so many negative reviews for the seller. Overall I am very happy with the seller and of course Flipkart and its courier partner ekart.,,,,
Phone repacked product does not buy,,,,
"Flipkart is worst app to shop any product. Their customer care agents are what to say. . Everything is so bad that you cannot expect any help from them. They are going to blame you only for their faults whether it is app issue, any return, any refund, any damage, any thing.. hate you guys. Your escalation team was going to call me back in 24 hours and it's more than 60hours where the hell is your escalation team.
One should never purchase any thing from flipkart. They make fool of you with t...",,,,
"Awesome phone even in 2017 great performance, camera and someone looking to buy an iPhone go for this rathar than i8 coz performance vise there is not much difference but price vise there is difference. Only iPhone X outperforms this on sheer performance and thank u flipkart and associated for delivering my product on time.",,,,
It's was an owsm experience with the sale one of the best product in market today,,,,
"Awesome Product. No need to tell more about product. Original, genuine, in time delivery.
Best deal from flipkart. Awesome!!!",,,,
"Its my first review ever
Thanx to Flipkart for wonderful Deal
I'm so happy to have this iPhone 7 for just ₹38499
Amazing phone @Amazing price",,,,
Got iphone 7 at unexpected price 39999..thank you flipkart..packing was not as good as a iphone 7 should have..,,,,
Great product :),,,,
Brilliant product with super internal specs!!,,,,
"Firstly flipkart did a fair job on delivering the phone despite the huge number of orders.
Overall iPhone 7 is a nice upgrade from iPhone 6 as I got 3D touch, Live photos, better camera, Better processor, Stereo speakers and it's water proof.
But I don't think it has much to offer if you are already using iPhone 6S.",,,,
"Thanks to flipkart for fast delivery. No need to explain the product, iphone is just self explaintory.
And for those having issues or claiming the product to be defected, first of all go for fassured seller only and watch out some unboxing videos beforehand so as to get an idea of sealed box and when ever unboxing new iphone just look out for sealing i.e. Original seal is not hampered and match that IMEI no of phone and bill with that of box, you will be good to go",,,,
"At first I was very sceptical about the seller and genuineness of the product since I bought this product at extremely cheap rate during sale. However after one month of using it, the product has shown absolutely no glitches that makes me doubt that the product is counterfeit or something. Hence I would recommend others to go for this one.",,,,
"Excellent product, worth the money...",,,,
"Used an ios product for the first time, thanks to flipkat's 40k price, nice phone, heats a little more than what I expected but performance is amazing, benchmark score varies according to the temperature, kept in the fridge and benchmark scores were on par with other iPhone scores!! Overall satisfied with the purchase",,,,
"Was not expecting this, the cable inside box is not working i sent flipkart a complain but not receiving any reply yet i checked it with other devices too bt no use now using my old iphone's cable for charging",,,,
"I have never ordered anything expensive online. This was my first, and I was nervous how it will be. However I am pleased with Flipkart and the seller. The product was delivered on time and original. Thank you.",,,,
"Ordered on 22nd last month during Big Billion Day offer & received on 24th !! Too happy with the device. Confirmed positive as a genuine device from Apple India Customer Care!! Happy with the performance since I just switched from Oneplus 3T . But only issue is the battery backup after upgrading to ios 11. My advise to the newcomers, do not upgrade from ios 10 before the fix is being released by Apple !! Cheers !!",,,,
I am unable to use this with data phone is getting huge heat need to replace,,,,
Awesome phone.,,,,
Awesome phone at best price..thank you flipkart for great deal. Quick delivery with great packing. Initially afraid to buy it online but flipkart made this experience great n amazing.,,,,
"I bought this Apple Iphone 7 32gb black, with exchange of old phone. but the phone some issues i got some doubt when the delivery guy was hurry to take the money go, don't know why also packing is also very poor not much highly sealed. when checked with customer care they asked to visit near apple store. where this product was only 1 day old. i loss my old good condition phone (Redmi 3S prime) they told exchange phone can not return now.
Could please return at least my old Redmi 3s Prime w...",,,,
Ringtone not working.There is no replacement as well,,,,
Fulfilled the wish. Nice work . Got my iPhone 7 black . Loved the facility of flipkart,,,,
"I have ordered an I phone 7 and I got it on 25th of september. It works for 3 days and now it stop working unexpectedley. Its not even turning on now. Apple support is asking me to return it but there is no return option available on site. I want to replace it or want my refund.
Apple is asking for refund from Flipkart and Flipkart is not giving any return option (Not even a single day replacement)
Will never buy anything from Flipkart and suggest you guys the same.",,,,
"So I got my first Apple I Phone 7 , thanks to Flipkart for amazing low price of 38499/- on there big billion day, package arrived before time.
Here was my New I phone 7, mesmerizing look, feature touch , crisp and clear display, sound at its best, even the ear-pods are too classy and give a good sound. When I started using Apple I phone then i realized why they cost more than any other smartphone. They have terrific after sale support. My phone was heating a bit for Initial 2 days, then i c...",,,,
Mobile is good. No defects thanks to supercomnet retailers. Flipkart delivered after a week and promised date but they would have delivered early before promised date. They miss routed couriers and I can see misrouted sticked on package.Apart from Ekart delivery product is good and I have noticed mobile heating up when high utilisation is happening mostly using WhatsApp video calling but not frequently.its been two months of experience in iphone7 mobile is good and inbuilt apps are cool.,,,,
Nice product. Camera quality is average. I should have bought iphone 8 instead. No other regrets.,,,,
"Excellent and great value for money. It's been a great experience after moving from iPhone 4s for 4 years to iPhone 7. Everything seems to be new, fast touch response and finger print sensor is great. Best and fast processor in the current smartphones. Camera is outstanding, I always had better camera experience in iPhone 4s and now iPhone 7 with 12mp & 7mp is really great, especially low light shots are great. Although missing 3.5mm jack but lightning cable for headphone and charger is also ...",,,,
"Product:
A better touch and response time then previous versions of iPhone. Black color is super cool, though not much change in looks. Camera upgrade is good, with a brighter display.
Stereo sound is good, new home button is quite sensitive, overall a good buy.
Delivery and packaging:
Timely delivery and in a uber cool box, kudos to Flipkart for that",,,,
"Superb phone, elegant, stylish and classy colour matte black...made a great choice :)
Flipkart lived up to its delivery promise which is today the launch day. Overall brilliant! Worth the money spent",,,,
"iPhone 7 was launched at 7 PM IST on October 7 in India. I received an SMS at 7 PM that the delivery boy is out and I will be getting the product. I received my product at 8 PM, within one hour of the launch. With great excitement I open the packing that said priority. Upon opening I found a flipkart exclusive black box designed for iPhone 7. This packing is elegant and a surprise. Kudos to flipkart for the packing and delivery.
Coming to the phone:
1) The colour is elegant. Even though the...",,,,
"I have serched over all enternet for buying an iphone 7 i cheked many shopping sites reviews and all customers feedbacks and after talking with many friends finally i get that many friends buyed mobile from flipkart and they got authentic mobiles so i finally decided to buy from flipkart and at same time i listened about big 10 sale and i ordered at exect time for cod and i got it only for 39,999rs. Then i waited for 4 days and i got that product i have doubt in mind that i have buyed it onli...",,,,
"Worst worst ever experience of buying phone from Flipkart.. Received my phone today and in call volume is too low that I cant hear anything.. also the next person is not able to hear me properly
At the time of buy Flipkart showed 10 days replacement policy and now when I click on return pop up comes which shows cont device service centre
Will not recommended buying an iphone from here",,,,
Very happy as this is my first iphone and satisfied with delivery service by flipkart.,,,,
It's been 6 hours since I've been using this phone. Perfect beauty....no lag camera is awesome. Every penny spent on this phone is worth it. Only problem that I am facing is with ringtone. My phone is only vibrating while an incoming call. As I am able to play song so it means speaker is fine. I will figure it out. One star deducted is for that only. Hope the problem will get resolved. Last but not the least flipkart is good as usual. Delivered next day of placing my order. Hope the phone is ...,,,,
"I got my iPhone 7 on 9th Nov. 2017 and this is my 2nd iphone in a row. I'm using 5S and now bought iphone 7.. filpkart delivery is awesome, got it within 18 hrs from the order. Nothing to say about iphone 7.. it's really sleek and black model looks hot in hand. Live picture is looks nice. Camera took pics like they are live. Battery backup it really gd, I use it for 2days once it changed full. Bt I hv little disappointed bcz I bought it in a price of Rs.45K where flipkart was giving it in Rs....",,,,
Product is genuine and I have been using for more than a month...I like it.,,,,
"very good product, genuine and original iphone, very fast delivery within two days. thanks flipkart hope to deal with you again",,,,
I love iPhone 7. It's really awesome and Flipkart delivery also too good.....,,,,
"IPhone build quality is great and it looks premium, it is slightly slippery in hands make sure u have good Case and the greatest drawback is the battery drains lot more faster compared to other high end mobiles....",,,,
nice genuine product,,,,
Excellent product.....,,,,
As good as 6S,,,,
Good product paisa wasul.,,,,
"My opinion is to buy this type of costly products from the Apple Store only, because the product which I received was a opened sealed box, then Flipkart replaced it and now I am having a brand new product, but this is not at all expected when you are buying such costly products, I had to be without any smartphone for 8 days, so please go for Apple Store rather than buying used products.",,,,
Excellent product with nice packaging. Delivered ahead of schedule. Was worried whether it could be refurbished. But to my surprise a new device. Feeling happy with the service from Flipkart.,,,,
Not satisfied with the product,,,,
"Got it at an all time low price of rs.37250 in diwali sale last year that too at an attractive zero cost EMI. The best iPhone so far.. Handy, water proof, great camera and killer performance.",,,,
"Awesome
Got the phone as fast as possible.
The phone is original no problem with the phone. you have not broken my trust flipkart.
Everyone waiting must buy this phone.",,,,
"There's always a problem on buying phones at a super cheap rate online because they sell faulty pieces. I bought at 38k but had to replace the fingerprint sensor within two weeks. Anyway, a good deal. Flipkart should be loyal and honest to its customers who count on it.",,,,
At first I was afraid to buy an iPhone from this seller after reading so many negative reviews.. First I ordered Iphone7 plus but reading so many negative reviews I cancelled the order.. I again after two week ordered Iphone 7 .though delivery was late by one day but as far as product is concerned I don't find anything wrong or missing... Its working fine so far... I dint want to review it... But I am happy with the product so I thought I should write... Don't flow in negative reviews...,,,,
"Fast delivery by Ekart
Excellent mobile in best Deal ,no other site gives you enough discount like Flipkart
Buy iphone from flipkart only",,,,
